Label_BENIGN,Label_Infiltration - Attempted,Label_Infiltration - Portscan,Label_Web Attack - Brute Force,Label_Web Attack - Brute Force - Attempted,Label_Web Attack - SQL Injection,Label_Web Attack - XSS - Attempted,ECE Flag Count_ECE Flag Count_bin_nan,Bwd PSH Flags_Bwd PSH Flags_bin_0,Bwd PSH Flags_Bwd PSH Flags_bin_1,Bwd Segment Size Avg_Bwd Segment Size Avg_bin_0,Bwd Segment Size Avg_Bwd Segment Size Avg_bin_1,Bwd Segment Size Avg_Bwd Segment Size Avg_bin_2,Bwd Segment Size Avg_Bwd Segment Size Avg_bin_3,Flow IAT Std_Flow IAT Std_bin_0,Flow IAT Std_Flow IAT Std_bin_1,Flow IAT Std_Flow IAT Std_bin_2,Idle Max_Idle Max_bin_0,Bwd IAT Total_Bwd IAT Total_bin_0,Bwd IAT Total_Bwd IAT Total_bin_1,Bwd IAT Total_Bwd IAT Total_bin_2,Bwd Packet/Bulk Avg_Bwd Packet/Bulk Avg_bin_0,Bwd Init Win Bytes_Bwd Init Win Bytes_bin_0,Bwd Init Win Bytes_Bwd Init Win Bytes_bin_1,Subflow Fwd Bytes_Subflow Fwd Bytes_bin_0,Subflow Fwd Bytes_Subflow Fwd Bytes_bin_1,Subflow Fwd Bytes_Subflow Fwd Bytes_bin_2,Subflow Fwd Bytes_Subflow Fwd Bytes_bin_3,Subflow Fwd Packets_Subflow Fwd Packets_bin_0,CWR Flag Count_CWR Flag Count_bin_nan,Packet Length Min_Packet Length Min_bin_0,Packet Length Min_Packet Length Min_bin_1,Packet Length Min_Packet Length Min_bin_2,Bwd IAT Mean_Bwd IAT Mean_bin_0,Bwd IAT Mean_Bwd IAT Mean_bin_1,Bwd IAT Mean_Bwd IAT Mean_bin_2,Active Std_Active Std_bin_0,Protocol_Protocol_bin_0,Protocol_Protocol_bin_1,Flow Duration_Flow Duration_bin_0,Flow Duration_Flow Duration_bin_1,Flow Duration_Flow Duration_bin_2,Flow Duration_Flow Duration_bin_3,Fwd Bytes/Bulk Avg_Fwd Bytes/Bulk Avg_bin_0,Subflow Bwd Bytes_Subflow Bwd Bytes_bin_0,Subflow Bwd Bytes_Subflow Bwd Bytes_bin_1,Subflow Bwd Bytes_Subflow Bwd Bytes_bin_2,Subflow Bwd Bytes_Subflow Bwd Bytes_bin_3,FWD Init Win Bytes_FWD Init Win Bytes_bin_0,FWD Init Win Bytes_FWD Init Win Bytes_bin_1,Bwd IAT Min_Bwd IAT Min_bin_0,Bwd IAT Min_Bwd IAT Min_bin_1,Bwd IAT Min_Bwd IAT Min_bin_2,Fwd IAT Max_Fwd IAT Max_bin_0,Fwd IAT Max_Fwd IAT Max_bin_1,Fwd IAT Max_Fwd IAT Max_bin_2,Fwd IAT Max_Fwd IAT Max_bin_3,Fwd IAT Mean_Fwd IAT Mean_bin_0,Fwd IAT Mean_Fwd IAT Mean_bin_1,Fwd IAT Mean_Fwd IAT Mean_bin_2,Fwd IAT Mean_Fwd IAT Mean_bin_3,Total Length of Fwd Packet_Total Length of Fwd Packet_bin_0,Total Length of Fwd Packet_Total Length of Fwd Packet_bin_1,Total Length of Fwd Packet_Total Length of Fwd Packet_bin_2,Total Length of Fwd Packet_Total Length of Fwd Packet_bin_3,Bwd Bulk Rate Avg_Bwd Bulk Rate Avg_bin_0,Fwd Packet/Bulk Avg_Fwd Packet/Bulk Avg_bin_0,Fwd Packet Length Max_Fwd Packet Length Max_bin_0,Fwd Packet Length Max_Fwd Packet Length Max_bin_1,Fwd Packet Length Max_Fwd Packet Length Max_bin_2,Fwd Packet Length Max_Fwd Packet Length Max_bin_3,Bwd Packet Length Max_Bwd Packet Length Max_bin_0,Bwd Packet Length Max_Bwd Packet Length Max_bin_1,Bwd Packet Length Max_Bwd Packet Length Max_bin_2,Bwd Packet Length Max_Bwd Packet Length Max_bin_3,Dst Port_Dst Port_bin_0,Dst Port_Dst Port_bin_1,Dst Port_Dst Port_bin_2,Flow IAT Max_Flow IAT Max_bin_0,Flow IAT Max_Flow IAT Max_bin_1,Flow IAT Max_Flow IAT Max_bin_2,Flow IAT Max_Flow IAT Max_bin_3,Fwd PSH Flags_Fwd PSH Flags_bin_0,Fwd PSH Flags_Fwd PSH Flags_bin_1,Fwd Packet Length Min_Fwd Packet Length Min_bin_0,Fwd Packet Length Min_Fwd Packet Length Min_bin_1,Fwd Packet Length Min_Fwd Packet Length Min_bin_2,Fwd Segment Size Avg_Fwd Segment Size Avg_bin_0,Fwd Segment Size Avg_Fwd Segment Size Avg_bin_1,Fwd Segment Size Avg_Fwd Segment Size Avg_bin_2,Fwd Segment Size Avg_Fwd Segment Size Avg_bin_3,Flow Bytes/s_Flow Bytes/s_bin_0,Flow Bytes/s_Flow Bytes/s_bin_1,Flow Bytes/s_Flow Bytes/s_bin_2,Flow Bytes/s_Flow Bytes/s_bin_3,Bwd IAT Std_Bwd IAT Std_bin_0,Bwd IAT Std_Bwd IAT Std_bin_1,FIN Flag Count_FIN Flag Count_bin_0,FIN Flag Count_FIN Flag Count_bin_1,Fwd Seg Size Min_Fwd Seg Size Min_bin_0,Fwd Seg Size Min_Fwd Seg Size Min_bin_1,Fwd Seg Size Min_Fwd Seg Size Min_bin_2,Fwd IAT Min_Fwd IAT Min_bin_0,Fwd IAT Min_Fwd IAT Min_bin_1,Fwd IAT Min_Fwd IAT Min_bin_2,Fwd IAT Min_Fwd IAT Min_bin_3,Fwd Packets/s_Fwd Packets/s_bin_0,Fwd Packets/s_Fwd Packets/s_bin_1,Fwd Packets/s_Fwd Packets/s_bin_2,Fwd Packets/s_Fwd Packets/s_bin_3,Fwd Header Length_Fwd Header Length_bin_0,Fwd Header Length_Fwd Header Length_bin_1,Fwd Header Length_Fwd Header Length_bin_2,Fwd Header Length_Fwd Header Length_bin_3
True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
